nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
C10-C12,Manufacture of food products; beverages and tobacco products,2005,93438.4854783459,80824,35813,257501,133.81,143.42,181614.113389985,275994.2711307077,99.8024673461914,98.6772842407227,16.3632011413574,1.79583263397217,16.402099609375,1.79583263397217,39788.94140625,41035.05859375
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2005,35537.5365415023,26221,18450,175358,88.93,99.33,60105.2365169789,195865.4013268863,142.83740234375,121.669639587402,12.9749212265015,-3.58860874176025,12.8286361694336,-3.58860874176025,21909.359375,4311.640625
C16-C18,"Manufacture of wood, paper, printing and reproduction",2005,50448.0792295496,50565,23618,236948,92.67,122.61,107752.450854479,313501.61087730655,113.778518676758,82.7465744018555,6.32611799240112,5.55405473709106,6.40085506439209,5.55405473709106,35088.9921875,15476.0078125
C19,Manufacture of coke and refined petroleum products,2005,1909.75105383627,6265,1660,6096,3.6,3.61,26877.1527462054,6112.933333333333,191.372344970703,176.390609741211,35.1777496337891,6.32039403915405,36.4744491577148,6.32039403915405,1664.3681640625,4600.6318359375
C20,Manufacture of chemicals and chemical products,2005,21756.4980866988,28926,11443,56219,33.3,33.64,106539.583634355,56793.007807807815,91.4250411987305,106.861053466797,3.82477188110352,1.71847879886627,4.75758123397827,1.71847879886627,11619.296875,17306.703125
C20-C21,Chemicals; basic pharmaceutical products,2005,32139.8374851364,43078,15648,76983,43.19,44.6,128412.714750326,79496.22134753416,90.1052780151367,97.6385345458984,1.70011115074158,0.330800920724869,2.85427951812744,0.330800920724869,16761.001953125,26316.998046875
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2005,12758.1707046243,14152,4205,20764,9.89,10.96,21505.057648477,23010.459049544996,87.1928863525391,69.0437088012695,-5.3304934501648,-3.45891451835632,-4.84748125076294,-3.45891451835632,5290.0703125,8861.9296875
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2005,92167.3820193865,93287,45999,256356,146.12,151.33,230005.614548411,265496.5335340816,97.9323883056641,91.5246124267578,2.25271892547607,-2.24327945709229,2.70721435546875,-2.24327945709229,48558.015625,44728.984375
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2005,142649.781727811,126488,61739,424651,212.02,238.17,251667.483621492,477026.3591642297,89.4884033203125,82.4602432250977,9.68573665618896,-1.19682991504669,9.72513675689697,-1.19682991504669,73282.859375,53205.140625
C26,"Manufacture of computer, electronic and optical products",2005,21411.8863180513,33123,13698,78795,44.01,46.16,59420.2118832853,82644.33537832311,103.494277954102,40.5817222595215,12.1740121841431,-2.43856310844421,13.0408525466919,-2.43856310844421,14733.32421875,18389.67578125
C26-C27,"Computer, electronic, optical products; electrical equipment",2005,57366.4021004615,75116,38210,234742,126.72,136.37,130470.605740087,252618.107165404,85.6087493896484,51.378246307373,11.0598201751709,-1.30029261112213,10.6129283905029,-1.30029261112213,42725.90625,32390.09375
C27,Manufacture of electrical equipment,2005,36803.2508903666,41993,24512,155947,82.71,90.21,71627.7931804857,170088.00471527022,78.2185287475586,65.5804672241211,9.34971904754639,-0.457354784011841,8.26869106292725,-0.457354784011841,27968.75,14024.25
C28,Manufacture of machinery and equipment n.e.c.,2005,61391.0931124421,59890,38963,215801,122.29,125.26,140658.262605466,221042.0578951672,92.2416076660156,66.4113235473633,10.6316452026367,-0.59825873374939,11.6600437164307,-0.59825873374939,40391.87109375,19498.12890625
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2005,98901.3531736028,122589,52990,248266,150.19,150.89,308931.599848334,249423.10899527266,70.1415481567383,72.6865005493164,10.8963937759399,-0.103536292910576,11.9595890045166,-0.103536292910576,53377.6484375,69211.3515625
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2005,72708.8313609833,57235,32512,232803,110.66,128.38,74189.3707004143,270081.7742635099,91.54345703125,65.2480392456055,9.04300689697266,-0.534459829330444,8.91222763061523,-0.534459829330444,40482.49609375,16752.50390625
D,"Electricity, gas, steam and air conditioning supply",2005,231082.155482343,93261,18464,59011,36.01,36.25,676524.426247051,59404.29741738406,90.046875,83.0780410766602,0.930772542953491,-1.46323454380035,-2.15721011161804,-1.46323454380035,18628.7890625,74632.2109375
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2005,291585.925914012,126364,34874,148865,87.61,89.45,963613.95428348,151991.48784385345,89.2612075805664,83.9661407470703,2.84215641021729,-1.09785389900208,0.145132839679718,-1.09785389900208,35807.28125,90556.71875
E,"Water supply; sewerage, waste management and remediation activities",2005,65465.8601600014,33103,16410,89854,51.6,53.2,287117.324228354,92640.17054263566,89.3870697021484,83.2338638305664,-1.93125379085541,-0.780034601688385,-4.27038908004761,-0.780034601688385,17047.078125,16055.921875
F,Construction,2005,325015.01221241,198018,85742,864036,296.08,437.99,315711.869840174,1278165.1163199136,101.066230773926,77.0634384155273,1.30763387680054,-0.758804678916931,0.829971551895142,-0.758804678916931,138708.4375,59309.5625
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2005,338540.523495112,332850,154267,1276622,516.02,664.21,609043.079719019,1643240.7631874734,91.6903762817383,86.1292114257812,12.9764671325684,0.40101882815361,11.9298162460327,0.40101882815361,212280.90625,120569.09375
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2005,39188.4776050221,34971,16748,171386,61.43,86.27,59887.1220725035,240688.1038580498,96.6987075805664,61.7411003112793,4.46877431869507,-0.584744930267334,3.92829036712646,-0.584744930267334,25647.10546875,9323.89453125
G46,"Wholesale trade, except of motor vehicles and motorcycles",2005,173023.509247074,171727,79248,425437,199.51,228.03,266237.19832515,486253.31617462786,78.4855728149414,89.870964050293,8.05912780761719,-1.19436526298523,8.64758777618408,-1.19436526298523,94107.453125,77619.546875
G47,"Retail trade, except of motor vehicles and motorcycles",2005,127912.291549542,126152,58271,679799,255.08,349.91,282964.840962023,932524.9650697821,103.622825622559,89.8158798217773,18.0224075317383,1.23620426654816,15.9878625869751,1.23620426654816,86574.0625,39577.9375
H,Transportation and storage,2005,307489.540336522,202952,92015,551367,281.08,313.51,1210538.49474974,614981.7424576634,91.8630065917969,75.4962921142578,-1.58428287506104,-0.477058827877045,-0.33826944231987,-0.477058827877045,107310.0234375,95641.9765625
H49,Land transport and transport via pipelines,2005,214282.283995108,128044,58911,409676,196.81,226.39,390560.401468414,471249.17250139726,98.7228622436523,74.8234405517578,-1.81668257713318,1.77715158462524,-0.19584596157074,1.77715158462524,71409.109375,56634.890625
H50,Water transport,2005,3189.40051269917,323,185,1380,0.72,0.78,2979.42668255457,1495.0000000000002,,,,,,,,
H51,Air transport,2005,508747.849771303,8283,4831,8243,5.05,5.05,15834.8697238727,8243.0,,,,,,,,
H52,Warehousing and support activities for transportation,2005,66069.1237038974,52426,14818,72264,38.92,41.51,782010.894881049,77072.93525179855,67.252571105957,75.9487609863281,-12.0129241943359,-5.55827379226685,-11.0168037414551,-5.55827379226685,16220.4296875,36205.5703125
H53,Postal and courier activities,2005,21854.9671656683,13876,13270,59804,39.58,39.78,17847.8012973337,60106.193026781206,97.0975952148438,97.6081848144531,-0.587644457817078,-3.76831412315369,0.407375395298004,-3.76831412315369,13377.3701171875,498.6298828125
I,Accommodation and food service activities,2005,142469.032902476,76318,26890,352218,136.8,174.2,153129.443713995,448511.51754385955,97.4224395751953,87.5264511108398,-13.1866035461426,1.23820912837982,-13.8605041503906,1.23820912837982,37085.88671875,39232.11328125
J,Information and communication,2005,148420.778895139,140364,51620,191568,90.25,104.71,364984.758652563,222261.33274238225,76.3451919555664,94.4967193603516,4.54366970062256,-1.03054487705231,4.20640850067139,-1.03054487705231,62437.984375,77926.015625
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2005,37867.4289843426,28267,11298,55759,26.79,30.5,56841.916990533,63480.75774542739,107.11930847168,91.6916046142578,5.30559921264648,-0.818725049495697,4.50728178024292,-0.818725049495697,13282.55859375,14984.44140625
J61,Telecommunications,2005,44635.6964732149,67703,15468,43655,25.15,25.4,268180.403028502,44088.9463220676,100.747100830078,116.918159484863,2.27642607688904,0.64027214050293,3.65715551376343,0.64027214050293,15675.18359375,52027.81640625
J62-J63,"Computer programming, consultancy, and information service activities",2005,59234.9739817048,44394,24854,92154,38.31,48.81,37491.997530554,117411.55677368832,64.9766311645508,44.8019790649414,17.2009792327881,-6.0575966835022,15.7214851379395,-6.0575966835022,33746.3046875,10647.6953125
K,Financial and insurance activities,2005,86847.547639188,92816,42430,136625,67.67,81.4,202125.914585949,164345.72188562143,76.6778259277344,92.0472259521484,-0.482715398073196,-2.28296422958374,-2.56465220451355,-2.28296422958374,52028.3515625,40787.6484375
L,Real estate activities,2005,544984.990042921,240807,15365,163970,55.42,81.34,5031098.16552742,240658.9642728257,86.1346206665039,67.2464065551758,-2.69874143600464,-0.312645256519318,-5.13856601715088,-0.312645256519318,25770.734375,215036.265625
L68A,Imputed rents of owner-occupied dwellings,2005,150973.0,150973,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2005,194064.664450968,143600,66348,438744,163.1,250.88,283535.96378787,674874.8909871245,79.0890579223633,76.2240982055664,1.77795779705048,2.75481986999512,-0.661969184875488,2.75481986999512,106007.1953125,37592.8046875
M-N,"Professional, scientific and technical activities; administrative and support service activities",2005,261465.653613426,196812,93755,671497,274.23,382.96,371131.622129862,937740.1856835502,81.5261306762695,71.5226211547852,1.79456198215485,2.54221177101135,-0.00747106969356537,2.54221177101135,134926.0,61886.0
MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",2005,2671828.49227278,2287319,1024729,7231718,3265.02,3958.39,6539842.99668222,8767468.56497663,89.2848358154297,79.6948699951172,6.22158527374268,0.323736727237701,5.65310478210449,0.323736727237701,1316091.375,971227.625
MARKTxAG,Non-agricultural market economy (Market economy less industry A),2005,2579734.7971769,2212300,990498,6882087,3118.17,3777.12,6212893.82042299,8336450.049047999,90.71044921875,79.7757568359375,5.89971828460693,0.322562098503113,5.27614498138428,0.322562098503113,1268995.0,943305.0
N,Administrative and support service activities,2005,68024.1643800886,53212,27407,232753,111.13,132.08,89280.6866253614,276631.1188697922,85.7891082763672,60.4503288269043,0.454095184803009,2.30999636650085,-0.180408865213394,2.30999636650085,33224.96875,19987.03125
O,Public administration and defence; compulsory social security,2005,311020.658406104,203716,126685,557202,342.94,342.94,2129816.28665175,557202.0,102.844848632812,95.6070098876953,3.09883904457092,-0.986245274543762,0.623382210731506,-0.986245274543762,126685.0,77031.0
O-Q,"Public administration, defence, education, human health and social work activities",2005,793001.973543514,444846,289656,1469667,854.64,877.72,3324025.57036511,1509356.1256669476,88.6899642944336,90.2285842895508,-0.358340322971344,-0.228047698736191,-1.04699671268463,-0.228047698736191,299621.59375,145224.40625
P,Education,2005,226986.989465484,125958,87271,409768,243.58,250.5,839396.126968815,421409.327530996,79.5205917358398,90.9355545043945,-1.73015129566193,1.49517166614532,-1.99439132213593,1.49517166614532,89666.2265625,36291.7734375
Q,Human health and social work activities,2005,256191.641060323,115172,75700,502697,268.13,284.28,347091.507611094,532975.434155074,84.9221496582031,75.7618179321289,-2.61511754989624,-0.0271107703447342,-1.76900053024292,-0.0271107703447342,81878.9921875,33293.0078125
Q86,Human health activities,2005,210475.325113563,95568,61805,406797,211.89,226.57,187819.472680232,434980.3968568597,90.1409378051758,66.9467163085938,-2.07675933837891,-0.0269627030938864,-1.00257527828217,-0.0269627030938864,67375.078125,28192.921875
Q87-Q88,Residential care activities and social work activities without accommodation,2005,46222.8285317005,19604,13895,95900,56.24,57.71,167729.530756706,98406.63229018492,,,,,,,,
R,"Arts, entertainment and recreation",2005,35277.8967707804,34595,14560,108704,54.23,62.62,167644.370905396,125521.74958510051,78.1854019165039,81.8843078613281,3.39939212799072,0.430336028337479,-0.231001064181328,0.430336028337479,17327.330078125,17267.669921875
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2005,90069.764721516,67499,24800,251131,93.92,140.25,246889.375226992,375011.954322828,78.1247940063477,82.8649673461914,5.47523593902588,2.936359167099,0.227565318346024,2.936359167099,39161.49609375,28337.50390625
S,Other service activities,2005,57821.7479652963,32904,10240,142427,39.69,77.63,79431.2277417371,278574.1499118166,80.3037719726562,85.9420394897461,5.86322259902954,5.24841356277466,-0.322078913450241,5.24841356277466,21545.41796875,11358.58203125
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2005,2032.77125592429,1473,1099,8589,5.24,5.24,,8589.0,,,1.99633800983429,,1.85957026481628,,1099.0,374.0
TOT,Total - all NACE activities,2005,3942186.88198759,2974445,1330849,8873944,4180.33,4922.69,15039630.5656951,10449815.05990197,89.2698974609375,77.4335021972656,5.00657939910889,0.193840563297272,4.40277528762817,0.193840563297272,1649917.0,1324528.0
TOT_IND,Total industries (A-S),2005,3940225.55086042,2972972,1329750,8865355,4175.09,4917.45,15039630.5656951,10441676.693137152,88.3681869506836,77.3881759643555,5.00973463058472,0.195497155189514,4.40579509735107,0.195497155189514,1648937.5,1324034.5
U,Activities of extraterritorial organisations and bodies,2005,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2006,103065.225298861,76357,35647,335725,141.93,175.72,327039.516736643,415652.76544775587,98.7324676513672,81.9556274414062,-3.63036584854126,1.32651579380035,-4.57937812805176,1.32651579380035,48023.6484375,28333.3515625
